question_id,poll_id,cycle,state,politician,pollster_id,pollster,sponsor_ids,sponsors,display_name,sample_size,poll_population,question_population,methodology,start_date,end_date,sponsor_candidate,tracking,created_at,notes,url,source,yes,no
77456,49281,2017,,Donald Trump,1193,SurveyMonkey,"","",SurveyMonkey,8571,a,rv,Online,2/6/17,2/12/17,"",,2/28/17 06:42,,https://drive.google.com/file/d/0BztOs71zt1WpVE9uajdzMDRfckk/view,538,46.0,53.0
77300,49285,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,2/9/17,2/11/17,"",TRUE,2/14/17 14:00,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,538 | Huffpost,40.0,55.0
77503,49408,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1532,,rv,Online,2/7/17,2/11/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,48.5,48.0
77542,49408,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,577,,lv,Online,2/7/17,2/11/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,48.9,45.9
77581,49408,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1770,,a,Online,2/7/17,2/11/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/,Reuters,46.7,47.5
77311,49296,,,Donald Trump,1189,Morning Consult,538,Politico,Morning Consult,1791,rv,rv,Online,2/9/17,2/10/17,"",,2/15/17 11:49,,https://morningconsult.com/2017/02/15/poll-warren-wouldnt-beat-trump-2020-another-democrat/,Huffpost,49.0,45.0
77298,49283,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,2/8/17,2/10/17,"",TRUE,2/14/17 14:00,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,538 | Huffpost,41.0,53.0
77504,49409,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1529,,rv,Online,2/6/17,2/10/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,48.9,48.0
77543,49409,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,564,,lv,Online,2/6/17,2/10/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,45.8,50.7
77582,49409,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1765,,a,Online,2/6/17,2/10/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/,Reuters,46.7,47.6
77293,49278,2017,,Donald Trump,399,Rasmussen/Pulse Opinion Research,"","",Rasmussen Reports/Pulse Opinion Research,1500,lv,lv,IVR/Online,2/7/17,2/9/17,"",TRUE,2/14/17 14:00,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,Rasmussen | 538 | RCP | Huffpost,52.0,48.0
77304,49289,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,2/7/17,2/9/17,"",TRUE,2/14/17 14:03,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,538 | Huffpost,42.0,52.0
77505,49410,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1518,,rv,Online,2/5/17,2/9/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,50.0,46.2
77544,49410,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,548,,lv,Online,2/5/17,2/9/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,48.7,47.4
77583,49410,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1756,,a,Online,2/5/17,2/9/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/,Reuters,47.8,46.4
77302,49287,,,Donald Trump,383,Public Policy Polling,"","",Public Policy Polling,712,rv,rv,IVR/Online,2/7/17,2/8/17,"",,2/14/17 14:03,,http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_21017.pdf,RCP | Huffpost,43.0,53.0
77301,49286,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,2/6/17,2/8/17,"",TRUE,2/14/17 14:00,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,538 | Huffpost,43.0,52.0
77305,49290,2017,,Donald Trump,399,Rasmussen/Pulse Opinion Research,"","",Rasmussen Reports/Pulse Opinion Research,1500,lv,lv,IVR/Online,2/6/17,2/8/17,"",TRUE,2/14/17 14:03,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,Rasmussen | 538 | RCP | Huffpost,53.0,47.0
77506,49411,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1507,,rv,Online,2/4/17,2/8/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,50.0,46.9
77545,49411,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,539,,lv,Online,2/4/17,2/8/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,48.3,47.6
77584,49411,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1718,,a,Online,2/4/17,2/8/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/,Reuters,47.5,47.6
77287,49273,,,Donald Trump,568,YouGov,352,Economist,YouGov,1500,a,a,Online,2/5/17,2/7/17,"",,2/8/17 11:06,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/4zurt7hzwj/econToplines.pdf,Huffpost,41.0,48.0
77292,49273,,,Donald Trump,568,YouGov,352,Economist,YouGov,1315,a,rv,Online,2/5/17,2/7/17,"",,2/8/17 11:06,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/4zurt7hzwj/econToplines.pdf,RCP,44.0,49.0
77291,49277,2017,,Donald Trump,399,Rasmussen/Pulse Opinion Research,"","",Rasmussen Reports/Pulse Opinion Research,1500,lv,lv,IVR/Online,2/5/17,2/7/17,"",TRUE,2/8/17 11:06,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,Rasmussen | 538 | RCP | Huffpost,53.0,47.0
77306,49291,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,2/5/17,2/7/17,"",TRUE,2/14/17 14:04,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,538 | Huffpost,43.0,52.0
77507,49412,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1654,,rv,Online,2/3/17,2/7/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,49.9,47.2
77546,49412,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,597,,lv,Online,2/3/17,2/7/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,47.5,47.8
77585,49412,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1900,,a,Online,2/3/17,2/7/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/,Huffpost | Reuters,47.5,47.6
77307,49292,,,Donald Trump,1102,Emerson College,"","",Emerson College,617,rv,rv,,2/5/17,2/6/17,"",,2/14/17 14:04,,http://media.wix.com/ugd/3bebb2_ad9933217cc64d9c9fdf4e34a27756c1.pdf,RCP,48.0,47.0
77288,49274,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,2/4/17,2/6/17,"",TRUE,2/8/17 11:06,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,538 | Huffpost,42.0,54.0
77285,49271,2017,,Donald Trump,399,Rasmussen/Pulse Opinion Research,"","",Rasmussen Reports/Pulse Opinion Research,1500,lv,lv,IVR/Online,2/2/17,2/6/17,"",TRUE,2/7/17 10:36,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,Rasmussen | 538 | RCP | Huffpost,53.0,47.0
77290,49276,,,Donald Trump,396,Quinnipiac University,"","",Quinnipiac University,1155,rv,rv,Live Phone,2/2/17,2/6/17,"",,2/8/17 11:06,,https://poll.qu.edu/national/release-detail?ReleaseID=2427,RCP | Huffpost,42.0,51.0
77508,49413,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1606,,rv,Online,2/2/17,2/6/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,50.1,47.3
77547,49413,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,580,,lv,Online,2/2/17,2/6/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,46.3,48.7
77586,49413,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1869,,a,Online,2/2/17,2/6/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/,Reuters,47.1,47.5
77273,49261,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,2/3/17,2/5/17,"",TRUE,2/6/17 17:48,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,538 | Huffpost,42.0,52.0
77268,49256,2017,,Donald Trump,399,Rasmussen/Pulse Opinion Research,"","",Rasmussen Reports/Pulse Opinion Research,1500,lv,lv,IVR/Online,2/1/17,2/5/17,"",TRUE,2/6/17 17:44,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,Rasmussen | 538 | RCP | Huffpost,53.0,47.0
77509,49414,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1587,,rv,Online,2/1/17,2/5/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,50.0,46.6
77548,49414,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,594,,lv,Online,2/1/17,2/5/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,48.7,45.4
77587,49414,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1849,,a,Online,2/1/17,2/5/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/,Reuters,47.5,46.8
77286,49272,,,Donald Trump,1193,SurveyMonkey,"","",SurveyMonkey,9219,a,a,Online,1/30/17,2/5/17,"",,2/7/17 10:36,,https://blog.electiontracking.surveymonkey.com/2017/02/06/trump-approval-january-30-february-5/,Huffpost,46.0,52.0
77457,49272,2017,,Donald Trump,1193,SurveyMonkey,"","",SurveyMonkey,8447,a,rv,Online,1/30/17,2/5/17,"",,2/28/17 06:42,,https://drive.google.com/file/d/0B99Qs2h04TA7U2k3eVRPOWlPVzQ/view,538,47.0,52.0
77277,49265,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,2/2/17,2/4/17,"",TRUE,2/6/17 17:50,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,538 | Huffpost,42.0,53.0
77284,49270,,,Donald Trump,573,Zogby Interactive/JZ Analytics,"","",Zogby Interactive/JZ Analytics,860,,lv,Online,2/2/17,2/4/17,"",,2/7/17 10:36,,https://www.zogbyanalytics.com/news/768-voters-agree-with-president-trump-s-executive-orders-president-s-approval-rating-up,Huffpost,47.0,43.0
77289,49275,,,Donald Trump,1189,Morning Consult,538,Politico,Morning Consult,2070,rv,rv,Online,2/2/17,2/4/17,"",,2/8/17 11:06,,http://www.politico.com/story/2017/02/trump-democrats-poll-234778,Huffpost,47.0,46.0
77510,49415,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,2362,,rv,Online,1/31/17,2/4/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,47.8,48.0
77549,49415,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,961,,lv,Online,1/31/17,2/4/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,46.8,46.6
77588,49415,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,2774,,a,Online,1/31/17,2/4/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/,Reuters,45.2,47.7
77260,49248,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,2/1/17,2/3/17,"",TRUE,2/6/17 17:42,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,Huffpost | Huffpost | 538 | Huffpost,44.0,50.0
77511,49416,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,2831,,rv,Online,1/30/17,2/3/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,47.8,47.7
77550,49416,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1167,,lv,Online,1/30/17,2/3/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,47.3,46.0
77589,49416,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,3368,,a,Online,1/30/17,2/3/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/,Reuters,44.9,47.7
77264,49252,,,Donald Trump,79,CBS News/New York Times,133,CBS News,CBS News/New York Times,1019,a,a,Live Phone,2/1/17,2/2/17,"",,2/6/17 17:42,,http://www.cbsnews.com/news/americans-sharply-divided-along-partisan-lines-over-travel-ban-trump-cbs-news-poll/?ftag=CNM-00-10aab7e&linkId=34085362,RCP | Huffpost,40.0,48.0
77245,49233,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,1/31/17,2/2/17,"",TRUE,2/6/17 17:40,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,538 | Huffpost,43.0,52.0
77275,49263,2017,,Donald Trump,399,Rasmussen/Pulse Opinion Research,"","",Rasmussen Reports/Pulse Opinion Research,1500,lv,lv,IVR/Online,1/31/17,2/2/17,"",TRUE,2/6/17 17:48,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,Rasmussen | 538 | RCP | RCP | RCP | Huffpost,54.0,46.0
77276,49264,,,Donald Trump,100,CNN/Opinion Research Corp.,143,CNN,CNN/Opinion Research Corp.,1002,a,a,Live Phone,1/31/17,2/2/17,"",,2/6/17 17:50,,http://i2.cdn.turner.com/cnn/2017/images/02/03/rel2a.-.trump.pdf,RCP | Huffpost,44.0,53.0
77512,49417,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,2649,,rv,Online,1/29/17,2/2/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,48.0,47.4
77551,49417,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1126,,lv,Online,1/29/17,2/2/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,47.7,46.1
77590,49417,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,3154,,a,Online,1/29/17,2/2/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/,Reuters,45.3,47.4
77282,49269,,,Donald Trump,228,IBD/TIPP,375,Investor's Business Daily,IBD/TIPP,885,a,a,,1/27/17,2/2/17,"",,2/6/17 17:53,,http://www.investors.com/wp-content/uploads/2017/02/IBDTIPP_Poll_2017_02.pdf,Huffpost | RCP,42.0,48.0
77244,49232,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,1/30/17,2/1/17,"",TRUE,2/6/17 17:40,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,538 | Huffpost,43.0,52.0
77270,49258,2017,,Donald Trump,399,Rasmussen/Pulse Opinion Research,"","",Rasmussen Reports/Pulse Opinion Research,1500,lv,lv,IVR/Online,1/30/17,2/1/17,"",TRUE,2/6/17 17:44,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,Rasmussen | 538 | RCP | Huffpost,53.0,47.0
77513,49418,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,2646,,rv,Online,1/28/17,2/1/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,47.7,47.7
77552,49418,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1122,,lv,Online,1/28/17,2/1/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,47.9,45.5
77591,49418,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,3141,,a,Online,1/28/17,2/1/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/,Reuters,45.0,47.9
77250,49238,,,Donald Trump,383,Public Policy Polling,"","",Public Policy Polling,725,rv,rv,IVR/Online,1/30/17,1/31/17,"",,2/6/17 17:42,,http://www.publicpolicypolling.com/pdf/2017/PPP_Release_National_2217.pdf,RCP | Huffpost,47.0,49.0
77256,49244,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,1/29/17,1/31/17,"",TRUE,2/6/17 17:42,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,538 | Huffpost,43.0,52.0
77262,49250,2017,,Donald Trump,399,Rasmussen/Pulse Opinion Research,"","",Rasmussen Reports/Pulse Opinion Research,1500,lv,lv,IVR/Online,1/29/17,1/31/17,"",TRUE,2/6/17 17:42,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,Rasmussen | 538 | RCP | Huffpost,53.0,47.0
77280,49268,,,Donald Trump,568,YouGov,352,Economist,YouGov,1500,a,a,Online,1/28/17,1/31/17,"",,2/6/17 17:50,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/qg8b1mgh4b/econToplines.pdf,Huffpost,43.0,44.0
77283,49268,,,Donald Trump,568,YouGov,352,Economist,YouGov,1278,a,rv,Online,1/28/17,1/31/17,"",,2/6/17 17:53,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/qg8b1mgh4b/econToplines.pdf,RCP,47.0,45.0
77514,49419,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,2653,,rv,Online,1/27/17,1/31/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,48.3,46.6
77553,49419,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1131,,lv,Online,1/27/17,1/31/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,48.3,44.9
77592,49419,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,3153,,a,Online,1/27/17,1/31/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/,Huffpost | Reuters,45.3,46.9
77279,49267,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,1/28/17,1/30/17,"",TRUE,2/6/17 17:50,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,538 | Huffpost,43.0,51.0
77252,49240,,,Donald Trump,1193,SurveyMonkey,"","",SurveyMonkey,4444,a,a,Online,1/26/17,1/30/17,"",,2/6/17 17:42,,https://blog.electiontracking.surveymonkey.com/2017/01/31/trump-approval-americans-divided-right-from-the-start/,Huffpost,48.0,50.0
77458,49240,2017,,Donald Trump,1193,SurveyMonkey,"","",SurveyMonkey,3949,a,rv,Online,1/26/17,1/30/17,"",,2/28/17 06:42,,https://drive.google.com/file/d/0BxxpEMTW3kArMGwwRzA0QUc0Q00/view,538,49.0,50.0
77255,49243,2017,,Donald Trump,399,Rasmussen/Pulse Opinion Research,"","",Rasmussen Reports/Pulse Opinion Research,1500,lv,lv,IVR/Online,1/26/17,1/30/17,"",TRUE,2/6/17 17:42,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,Rasmussen | 538 | RCP | Huffpost,51.0,49.0
77515,49420,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1846,,rv,Online,1/26/17,1/30/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,50.1,44.6
77554,49420,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,780,,lv,Online,1/26/17,1/30/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,48.6,44.8
77593,49420,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,2204,,a,Online,1/26/17,1/30/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/,Reuters,46.8,45.8
77247,49235,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,1/27/17,1/29/17,"",TRUE,2/6/17 17:40,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,538 | Huffpost,43.0,50.0
77251,49239,2017,,Donald Trump,399,Rasmussen/Pulse Opinion Research,"","",Rasmussen Reports/Pulse Opinion Research,1500,lv,lv,IVR/Online,1/25/17,1/29/17,"",TRUE,2/6/17 17:42,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,Rasmussen | 538 | RCP | Huffpost,53.0,47.0
77516,49421,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1370,,rv,Online,1/25/17,1/29/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,50.6,44.5
77555,49421,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,576,,lv,Online,1/25/17,1/29/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,48.3,46.2
77594,49421,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1630,,a,Online,1/25/17,1/29/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/,Reuters,48.2,45.1
77253,49241,,,Donald Trump,1189,Morning Consult,538,Politico,Morning Consult,1991,rv,rv,Online,1/26/17,1/28/17,"",,2/6/17 17:42,,http://www.politico.com/story/2017/02/poll-donald-trump-voter-fraud-234458,Huffpost,49.0,41.0
77263,49251,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,1/26/17,1/28/17,"",TRUE,2/6/17 17:42,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,538 | Huffpost,42.0,51.0
77517,49422,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1410,,rv,Online,1/24/17,1/28/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,47.8,45.9
77556,49422,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,573,,lv,Online,1/24/17,1/28/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,46.5,45.8
77595,49422,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1684,,a,Online,1/24/17,1/28/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/,Reuters,45.4,46.0
77269,49257,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,1/25/17,1/27/17,"",TRUE,2/6/17 17:44,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,538 | Huffpost,42.0,50.0
77518,49423,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1420,,rv,Online,1/23/17,1/27/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,46.9,45.2
77557,49423,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,584,,lv,Online,1/23/17,1/27/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,45.1,46.9
77596,49423,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1712,,a,Online,1/23/17,1/27/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/,Reuters,44.5,45.5
77246,49234,2017,,Donald Trump,399,Rasmussen/Pulse Opinion Research,"","",Rasmussen Reports/Pulse Opinion Research,1500,lv,lv,IVR/Online,1/24/17,1/26/17,"",TRUE,2/6/17 17:40,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,Rasmussen | 538 | RCP | Huffpost,55.0,45.0
77254,49242,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,1/24/17,1/26/17,"",TRUE,2/6/17 17:42,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,538 | Huffpost,45.0,48.0
77519,49424,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1385,,rv,Online,1/22/17,1/26/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,45.4,46.2
77558,49424,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,552,,lv,Online,1/22/17,1/26/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,41.3,48.5
77597,49424,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1678,,a,Online,1/22/17,1/26/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/,Reuters,42.6,46.4
77257,49245,2017,,Donald Trump,169,Gallup,"","",Gallup,1500,a,a,Live Phone,1/23/17,1/25/17,"",TRUE,2/6/17 17:42,,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,538 | Huffpost,46.0,45.0
77259,49247,2017,,Donald Trump,399,Rasmussen/Pulse Opinion Research,"","",Rasmussen Reports/Pulse Opinion Research,1500,lv,lv,IVR/Online,1/23/17,1/25/17,"",TRUE,2/6/17 17:42,,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,Rasmussen | 538 | RCP | Huffpost,59.0,41.0
77266,49254,,,Donald Trump,568,YouGov,352,Economist,YouGov,2692,a,a,Online,1/23/17,1/25/17,"",,2/6/17 17:44,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/31rwbl7mh1/econToplines.pdf,Huffpost,41.0,35.0
77281,49254,,,Donald Trump,568,YouGov,352,Economist,YouGov,2312,a,rv,Online,1/23/17,1/25/17,"",,2/6/17 17:53,,http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/31rwbl7mh1/econToplines.pdf,RCP,43.0,39.0
77520,49425,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1365,,rv,Online,1/21/17,1/25/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/PD1:1,Reuters,44.9,46.5
77559,49425,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,516,,lv,Online,1/21/17,1/25/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/filters/LIKELY:1,Reuters,42.6,47.8
77598,49425,2017,,Donald Trump,744,Ipsos,71,Reuters,Ipsos,1651,,a,Online,1/21/17,1/25/17,"",TRUE,3/1/17 17:53,,http://polling.reuters.com/#poll/CP3_2/,Reuters,42.3,45.8
